,PGA [m/s2],Sa [m/s2],East - local,West - local,North - local,South - local,East - macro,West - macro,North - macro,South - macro,Global
003802XA_Sa_0.7g,7.826868343140467,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
003802XA_Sa_0.8g,8.944992392160534,7.848000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
003802XA_Sa_0.9g,10.063116441180602,8.829,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
003802XA_Sa_1.0g,11.181240490200668,9.81,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
003802XA_Sa_1.1g,12.299364539220736,10.791000000000002,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3
003802XA_Sa_1.2g,13.4174885882408,11.772,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4
003802XA_Sa_1.3g,14.535612637260868,12.753000000000002,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
003802XA_Sa_1.4g,15.653736686280935,13.734,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
003802XA_Sa_1.5g,16.771860735301004,14.715,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4
005651XA_Sa_0.1g,0.8749098910021591,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
005651XA_Sa_0.2g,1.7498197820043182,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
005651XA_Sa_0.3g,2.624729673006477,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
005651XA_Sa_0.4g,3.4996395640086364,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
005651XA_Sa_0.5g,4.374549455010795,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
005651XA_Sa_0.6g,5.249459346012954,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_0.7g,6.124369237015113,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_0.8g,6.999279128017273,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_0.9g,7.874189019019433,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_1.0g,8.74909891002159,9.81,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_1.1g,9.62400880102375,10.791000000000002,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_1.2g,10.498918692025908,11.772,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
005651XA_Sa_1.3g,11.373828583028068,12.753000000000002,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
005651XA_Sa_1.4g,12.248738474030226,13.734,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
005651XA_Sa_1.5g,13.123648365032386,14.715,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3
006040XA_Sa_0.1g,1.0535863744594753,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006040XA_Sa_0.2g,2.1071727489189507,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
006040XA_Sa_0.3g,3.160759123378426,2.943,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,1
006040XA_Sa_0.4g,4.214345497837901,3.9240000000000004,3.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,2
006040XA_Sa_0.5g,5.2679318722973765,4.905,4.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,2
006040XA_Sa_0.6g,6.321518246756852,5.886,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3
006040XA_Sa_0.7g,7.375104621216327,6.867,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2
006040XA_Sa_0.8g,8.428690995675803,7.848000000000001,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2
006040XA_Sa_0.9g,9.482277370135277,8.829,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,3
006040XA_Sa_1.0g,10.535863744594753,9.81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
006040XA_Sa_1.1g,11.589450119054229,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2
006040XA_Sa_1.2g,12.643036493513703,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3
006040XA_Sa_1.3g,13.69662286797318,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3
006040XA_Sa_1.4g,14.750209242432653,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
006040XA_Sa_1.5g,15.803795616892128,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
006115XA_Sa_0.1g,0.5818068054452663,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006115XA_Sa_0.2g,1.1636136108905326,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006115XA_Sa_0.3g,1.745420416335799,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.4g,2.3272272217810652,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.5g,2.9090340272263315,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.6g,3.490840832671598,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.7g,4.072647638116863,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006115XA_Sa_0.8g,4.6544544435621305,7.848000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
006115XA_Sa_0.9g,5.236261249007397,8.829,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
006115XA_Sa_1.0g,5.818068054452663,9.81,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
006115XA_Sa_1.1g,6.399874859897929,10.791000000000002,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
006115XA_Sa_1.2g,6.981681665343196,11.772,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3
006115XA_Sa_1.3g,7.563488470788462,12.753000000000002,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3
006115XA_Sa_1.4g,8.145295276233727,13.734,2.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,4
006115XA_Sa_1.5g,8.727102081678993,14.715,3.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,4
006131XA_Sa_0.1g,0.3343577845784607,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.2g,0.6687155691569214,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
006131XA_Sa_0.3g,1.0030733537353822,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.4g,1.3374311383138429,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.5g,1.6717889228923035,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
006131XA_Sa_0.6g,2.0061467074707644,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_0.7g,2.340504492049225,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_0.8g,2.6748622766276857,7.848000000000001,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_0.9g,3.009220061206147,8.829,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.0g,3.343577845784607,9.81,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.1g,3.677935630363068,10.791000000000002,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.2g,4.012293414941529,11.772,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.3g,4.3466511995199895,12.753000000000002,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2
006131XA_Sa_1.4g,4.68100898409845,13.734,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3
006131XA_Sa_1.5g,5.015366768676911,14.715,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3
