,PGA [m/s2],Sa [m/s2],East - local,West - local,North - local,South - local,East - macro,West - macro,North - macro,South - macro,Global
000055XA_Sa_0.1g,0.4354861509035306,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000055XA_Sa_0.2g,0.8709723018070612,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000055XA_Sa_0.3g,1.3064584527105918,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000055XA_Sa_0.4g,1.7419446036141224,3.9240000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000055XA_Sa_0.5g,2.177430754517653,4.905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000055XA_Sa_0.6g,2.6129169054211836,5.886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
000055XA_Sa_0.7g,3.0484030563247138,6.867,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4
000055XA_Sa_0.8g,3.483889207228245,7.848000000000001,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4
000055XA_Sa_0.9g,3.9193753581317754,8.829,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4
000055XA_Sa_1.0g,4.354861509035306,9.81,3.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,4
000055XA_Sa_1.1g,4.790347659938837,10.791000000000002,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,4
000055XA_Sa_1.2g,5.225833810842367,11.772,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4
000055XA_Sa_1.3g,5.661319961745897,12.753000000000002,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4
000055XA_Sa_1.4g,6.0968061126494275,13.734,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,4
000055XA_Sa_1.5g,6.532292263552958,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000120XA_Sa_0.1g,0.5787226358192572,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000120XA_Sa_0.2g,1.1574452716385144,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000120XA_Sa_0.3g,1.7361679074577712,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000120XA_Sa_0.4g,2.314890543277029,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000120XA_Sa_0.5g,2.8936131790962856,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000120XA_Sa_0.6g,3.4723358149155423,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000120XA_Sa_0.7g,4.051058450734799,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000120XA_Sa_0.8g,4.629781086554058,7.848000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
000120XA_Sa_0.9g,5.2085037223733135,8.829,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2
000120XA_Sa_1.0g,5.787226358192571,9.81,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2
000120XA_Sa_1.1g,6.365948994011829,10.791000000000002,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3
000120XA_Sa_1.2g,6.944671629831085,11.772,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,3
000120XA_Sa_1.3g,7.523394265650343,12.753000000000002,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,3
000120XA_Sa_1.4g,8.102116901469598,13.734,4.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0,3
000120XA_Sa_1.5g,8.680839537288856,14.715,4.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,4
000123XA_Sa_0.1g,0.5273090375978251,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000123XA_Sa_0.2g,1.0546180751956502,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000123XA_Sa_0.3g,1.5819271127934753,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000123XA_Sa_0.4g,2.1092361503913004,3.9240000000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000123XA_Sa_0.5g,2.6365451879891255,4.905,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2
000123XA_Sa_0.6g,3.1638542255869506,5.886,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3
000123XA_Sa_0.7g,3.6911632631847753,6.867,4.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,4
000123XA_Sa_0.8g,4.218472300782601,7.848000000000001,4.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,4
000123XA_Sa_0.9g,4.745781338380426,8.829,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,4
000123XA_Sa_1.0g,5.273090375978251,9.81,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000123XA_Sa_1.1g,5.800399413576076,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,4
000123XA_Sa_1.2g,6.327708451173901,11.772,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,4
000123XA_Sa_1.3g,6.855017488771726,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000123XA_Sa_1.4g,7.382326526369551,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4
000123XA_Sa_1.5g,7.9096355639673765,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,4
000126XA_Sa_0.1g,0.45888146397227025,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000126XA_Sa_0.2g,0.9177629279445405,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000126XA_Sa_0.3g,1.3766443919168105,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000126XA_Sa_0.4g,1.835525855889081,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000126XA_Sa_0.5g,2.294407319861351,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000126XA_Sa_0.6g,2.753288783833621,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000126XA_Sa_0.7g,3.212170247805891,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
000126XA_Sa_0.8g,3.671051711778162,7.848000000000001,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3
000126XA_Sa_0.9g,4.129933175750432,8.829,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.0g,4.588814639722702,9.81,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.1g,5.047696103694973,10.791000000000002,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.2g,5.506577567667242,11.772,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.3g,5.965459031639512,12.753000000000002,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.4g,6.424340495611782,13.734,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000126XA_Sa_1.5g,6.883221959584052,14.715,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4
000134XA_Sa_0.1g,0.4032452713641525,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000134XA_Sa_0.2g,0.806490542728305,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000134XA_Sa_0.3g,1.2097358140924575,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000134XA_Sa_0.4g,1.61298108545661,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000134XA_Sa_0.5g,2.0162263568207623,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_0.6g,2.419471628184915,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_0.7g,2.8227168995490675,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_0.8g,3.22596217091322,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_0.9g,3.6292074422773726,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.0g,4.032452713641525,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.1g,4.435697985005678,10.791000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.2g,4.83894325636983,11.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.3g,5.242188527733983,12.753000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.4g,5.645433799098135,13.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000134XA_Sa_1.5g,6.0486790704622875,14.715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
000146XA_Sa_0.1g,0.6657227450519194,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000146XA_Sa_0.2g,1.3314454901038388,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000146XA_Sa_0.3g,1.997168235155758,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000146XA_Sa_0.4g,2.6628909802076777,3.9240000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000146XA_Sa_0.5g,3.328613725259597,4.905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000146XA_Sa_0.6g,3.994336470311516,5.886,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4
000146XA_Sa_0.7g,4.660059215363436,6.867,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
000146XA_Sa_0.8g,5.325781960415355,7.848000000000001,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3
000146XA_Sa_0.9g,5.991504705467275,8.829,4.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,3
000146XA_Sa_1.0g,6.657227450519194,9.81,4.0,3.0,2.0,4.0,1.0,3.0,0.0,0.0,3
000146XA_Sa_1.1g,7.3229501955711145,10.791000000000002,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,3
000146XA_Sa_1.2g,7.988672940623032,11.772,4.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,4
000146XA_Sa_1.3g,8.654395685674952,12.753000000000002,4.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,4
000146XA_Sa_1.4g,9.320118430726872,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000146XA_Sa_1.5g,9.985841175778791,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000171XA_Sa_0.1g,0.6468716238855874,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000171XA_Sa_0.2g,1.2937432477711748,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000171XA_Sa_0.3g,1.9406148716567617,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000171XA_Sa_0.4g,2.5874864955423496,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000171XA_Sa_0.5g,3.2343581194279367,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000171XA_Sa_0.6g,3.8812297433135234,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000171XA_Sa_0.7g,4.5281013671991115,6.867,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2
000171XA_Sa_0.8g,5.174972991084699,7.848000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
000171XA_Sa_0.9g,5.821844614970287,8.829,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,3
000171XA_Sa_1.0g,6.468716238855873,9.81,4.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,4
000171XA_Sa_1.1g,7.115587862741461,10.791000000000002,4.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,4
000171XA_Sa_1.2g,7.762459486627047,11.772,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000171XA_Sa_1.3g,8.409331110512635,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000171XA_Sa_1.4g,9.056202734398223,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000171XA_Sa_1.5g,9.70307435828381,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000175XA_Sa_0.1g,0.33963276372035156,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000175XA_Sa_0.2g,0.6792655274407031,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000175XA_Sa_0.3g,1.0188982911610547,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000175XA_Sa_0.4g,1.3585310548814062,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000175XA_Sa_0.5g,1.6981638186017578,4.905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000175XA_Sa_0.6g,2.0377965823221094,5.886,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000175XA_Sa_0.7g,2.3774293460424607,6.867,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3
000175XA_Sa_0.8g,2.7170621097628125,7.848000000000001,3.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,4
000175XA_Sa_0.9g,3.056694873483164,8.829,4.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,3
000175XA_Sa_1.0g,3.3963276372035156,9.81,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4
000175XA_Sa_1.1g,3.7359604009238674,10.791000000000002,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4
000175XA_Sa_1.2g,4.075593164644219,11.772,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4
000175XA_Sa_1.3g,4.4152259283645705,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000175XA_Sa_1.4g,4.754858692084921,13.734,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4
000175XA_Sa_1.5g,5.094491455805273,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000198XA_Sa_0.1g,0.4087014092622243,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000198XA_Sa_0.2g,0.8174028185244486,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000198XA_Sa_0.3g,1.226104227786673,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000198XA_Sa_0.4g,1.6348056370488973,3.9240000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000198XA_Sa_0.5g,2.0435070463111216,4.905,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4
000198XA_Sa_0.6g,2.452208455573346,5.886,4.0,4.0,0.0,4.0,2.0,4.0,0.0,0.0,4
000198XA_Sa_0.7g,2.86090986483557,6.867,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,4
000198XA_Sa_0.8g,3.2696112740977945,7.848000000000001,4.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,4
000198XA_Sa_0.9g,3.678312683360019,8.829,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.0g,4.087014092622243,9.81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.1g,4.495715501884468,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.2g,4.904416911146692,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.3g,5.3131183204089165,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.4g,5.72181972967114,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000198XA_Sa_1.5g,6.130521138933365,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_0.1g,0.7735128916501185,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000199XA_Sa_0.2g,1.547025783300237,1.9620000000000002,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4
000199XA_Sa_0.3g,2.320538674950355,2.943,3.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,4
000199XA_Sa_0.4g,3.094051566600474,3.9240000000000004,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4
000199XA_Sa_0.5g,3.8675644582505924,4.905,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4
000199XA_Sa_0.6g,4.64107734990071,5.886,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_0.7g,5.414590241550829,6.867,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_0.8g,6.188103133200948,7.848000000000001,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_0.9g,6.961616024851067,8.829,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.0g,7.735128916501185,9.81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.1g,8.508641808151303,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.2g,9.28215469980142,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.3g,10.05566759145154,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.4g,10.829180483101657,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000199XA_Sa_1.5g,11.602693374751777,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000229XA_Sa_0.1g,0.7301604127045865,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000229XA_Sa_0.2g,1.460320825409173,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000229XA_Sa_0.3g,2.190481238113759,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000229XA_Sa_0.4g,2.920641650818346,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000229XA_Sa_0.5g,3.6508020635229324,4.905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
000229XA_Sa_0.6g,4.380962476227518,5.886,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
000229XA_Sa_0.7g,5.111122888932105,6.867,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3
000229XA_Sa_0.8g,5.841283301636692,7.848000000000001,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,4
000229XA_Sa_0.9g,6.571443714341279,8.829,3.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,4
000229XA_Sa_1.0g,7.301604127045865,9.81,3.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4
000229XA_Sa_1.1g,8.031764539750453,10.791000000000002,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,4
000229XA_Sa_1.2g,8.761924952455036,11.772,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,4
000229XA_Sa_1.3g,9.492085365159625,12.753000000000002,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4
000229XA_Sa_1.4g,10.22224577786421,13.734,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4
000229XA_Sa_1.5g,10.952406190568796,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4
000242XA_Sa_0.1g,0.47877089103390646,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000242XA_Sa_0.2g,0.9575417820678129,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000242XA_Sa_0.3g,1.436312673101719,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000242XA_Sa_0.4g,1.9150835641356259,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000242XA_Sa_0.5g,2.393854455169532,4.905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
000242XA_Sa_0.6g,2.872625346203438,5.886,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
000242XA_Sa_0.7g,3.3513962372373443,6.867,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
000242XA_Sa_0.8g,3.8301671282712517,7.848000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4
000242XA_Sa_0.9g,4.308938019305158,8.829,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4
000242XA_Sa_1.0g,4.787708910339064,9.81,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4
000242XA_Sa_1.1g,5.26647980137297,10.791000000000002,4.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,4
000242XA_Sa_1.2g,5.745250692406876,11.772,4.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,4
000242XA_Sa_1.3g,6.224021583440783,12.753000000000002,4.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,4
000242XA_Sa_1.4g,6.7027924744746885,13.734,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000242XA_Sa_1.5g,7.1815633655085955,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000246XA_Sa_0.1g,0.42255871786517535,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000246XA_Sa_0.2g,0.8451174357303507,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000246XA_Sa_0.3g,1.267676153595526,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000246XA_Sa_0.4g,1.6902348714607014,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000246XA_Sa_0.5g,2.112793589325877,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000246XA_Sa_0.6g,2.535352307191052,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000246XA_Sa_0.7g,2.9579110250562275,6.867,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000246XA_Sa_0.8g,3.380469742921403,7.848000000000001,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
000246XA_Sa_0.9g,3.803028460786578,8.829,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
000246XA_Sa_1.0g,4.225587178651754,9.81,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3
000246XA_Sa_1.1g,4.6481458965169296,10.791000000000002,3.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3
000246XA_Sa_1.2g,5.070704614382104,11.772,4.0,4.0,2.0,3.0,1.0,4.0,0.0,0.0,3
000246XA_Sa_1.3g,5.49326333224728,12.753000000000002,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4
000246XA_Sa_1.4g,5.915822050112455,13.734,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,4
000246XA_Sa_1.5g,6.338380767977631,14.715,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4
000290XA_Sa_0.1g,0.2620715243588402,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000290XA_Sa_0.2g,0.5241430487176804,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000290XA_Sa_0.3g,0.7862145730765204,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000290XA_Sa_0.4g,1.0482860974353607,3.9240000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000290XA_Sa_0.5g,1.3103576217942008,4.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000290XA_Sa_0.6g,1.5724291461530409,5.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000290XA_Sa_0.7g,1.8345006705118811,6.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000290XA_Sa_0.8g,2.0965721948707214,7.848000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000290XA_Sa_0.9g,2.3586437192295615,8.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000290XA_Sa_1.0g,2.6207152435884016,9.81,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000290XA_Sa_1.1g,2.882786767947242,10.791000000000002,3.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,3
000290XA_Sa_1.2g,3.1448582923060817,11.772,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4
000290XA_Sa_1.3g,3.4069298166649222,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000290XA_Sa_1.4g,3.6690013410237623,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000290XA_Sa_1.5g,3.9310728653826024,14.715,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000333XA_Sa_0.1g,0.46848556870738883,0.9810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
000333XA_Sa_0.2g,0.9369711374147777,1.9620000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
000333XA_Sa_0.3g,1.4054567061221666,2.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
000333XA_Sa_0.4g,1.8739422748295553,3.9240000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
000333XA_Sa_0.5g,2.342427843536944,4.905,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4
000333XA_Sa_0.6g,2.810913412244333,5.886,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4
000333XA_Sa_0.7g,3.2793989809517217,6.867,4.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0,4
000333XA_Sa_0.8g,3.7478845496591107,7.848000000000001,4.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,4
000333XA_Sa_0.9g,4.216370118366499,8.829,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000333XA_Sa_1.0g,4.684855687073888,9.81,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4
000333XA_Sa_1.1g,5.153341255781277,10.791000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000333XA_Sa_1.2g,5.621826824488666,11.772,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000333XA_Sa_1.3g,6.090312393196055,12.753000000000002,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
000333XA_Sa_1.4g,6.558797961903443,13.734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
